source,img,eps_chk,lgc_emp,dot12,sq_a,sq_b,mu_sq,sig2
ARES_ConvNeXt_B,7,0.0078431372549019,0.99775230884552,0.0012544074561446,0.001262012287043,0.0012582753552123,0.0012503019534051,9.347959906147452e-12
ARES_ConvNeXt_B,7,0.0156862745098039,0.991091251373291,0.0012673316523432,0.0012941966997459,0.0012859891867265,0.0012503019534051,9.347959906147452e-12
ARES_ConvNeXt_B,7,0.0313725490196078,0.966107964515686,0.0013328447239473,0.0014189112698659,0.0014200352597981,0.0012503019534051,9.347959906147452e-12
ARES_ConvNeXt_B,8,0.0019607843137254,0.999879002571106,0.0030344149563461,0.0030351446475833,0.0030351728200912,0.0030375455971807,1.8322270783910355e-11
ARES_ConvNeXt_B,8,0.0039215686274509,0.9995238184928894,0.003035383997485,0.0030346787534654,0.0030419114045798,0.0030375455971807,1.8322270783910355e-11
ARES_ConvNeXt_B,8,0.0078431372549019,0.9981532096862792,0.0030501137953251,0.0030709521379321,0.0030524812173098,0.0030375455971807,1.8322270783910355e-11
ARES_ConvNeXt_B,8,0.0156862745098039,0.992703378200531,0.0030978999566286,0.0031567346304655,0.0031294138170778,0.0030375455971807,1.8322270783910355e-11
ARES_ConvNeXt_B,8,0.0313725490196078,0.9712986946105956,0.0032851137220859,0.003504493040964,0.0034359549172222,0.0030375455971807,1.8322270783910355e-11
ARES_ConvNeXt_B,10,0.0019607843137254,0.9999082684516908,1.4423991441726685,1.4426573514938354,1.4426816701889038,1.442193627357483,7.3359442964715535e-09
ARES_ConvNeXt_B,10,0.0039215686274509,0.9996215105056764,1.4404411315917969,1.4409314393997192,1.442185401916504,1.442193627357483,7.3359442964715535e-09
ARES_ConvNeXt_B,10,0.0078431372549019,0.9985215067863464,1.4384371042251587,1.437752604484558,1.4481122493743896,1.442193627357483,7.3359442964715535e-09
ARES_ConvNeXt_B,10,0.0156862745098039,0.9938569068908693,1.437952160835266,1.4564753770828247,1.456621527671814,1.442193627357483,7.3359442964715535e-09
ARES_ConvNeXt_B,10,0.0313725490196078,0.976716160774231,1.4156006574630735,1.4756252765655518,1.4845365285873413,1.442193627357483,7.3359442964715535e-09
ARES_ConvNeXt_B,11,0.0019607843137254,0.9999433755874634,0.0002585163456387,0.0002585404436103,0.0002585520269349,0.0002580731816124,7.358147294592167e-13
ARES_ConvNeXt_B,11,0.0039215686274509,0.9997795224189758,0.0002583657915238,0.0002584459434729,0.0002585047332104,0.0002580731816124,7.358147294592167e-13
ARES_ConvNeXt_B,11,0.0078431372549019,0.9991256594657898,0.0002584136091172,0.0002587762137409,0.0002589747018646,0.0002580731816124,7.358147294592167e-13
ARES_ConvNeXt_B,11,0.0156862745098039,0.9963063597679138,0.0002559185959398,0.0002579345600679,0.00025747140171,0.0002580731816124,7.358147294592167e-13
ARES_ConvNeXt_B,11,0.0313725490196078,0.9845651984214784,0.000250859913649,0.0002580614236649,0.0002578024868853,0.0002580731816124,7.358147294592167e-13
ARES_ConvNeXt_B,12,0.0019607843137254,0.9998546838760376,0.0484533570706844,0.0484276786446571,0.0485082641243934,0.0485078394412994,3.5380420815300795e-10
ARES_ConvNeXt_B,12,0.0039215686274509,0.9994282126426696,0.0484094731509685,0.0484928824007511,0.0484307073056697,0.0485078394412994,3.5380420815300795e-10
ARES_ConvNeXt_B,12,0.0078431372549019,0.9978192448616028,0.0483735613524913,0.0486082434654235,0.048546839505434,0.0485078394412994,3.5380420815300795e-10
ARES_ConvNeXt_B,12,0.0156862745098039,0.9910251498222352,0.0474344305694103,0.0485049001872539,0.0480139255523681,0.0485078394412994,3.5380420815300795e-10
ARES_ConvNeXt_B,12,0.0313725490196078,0.9649309515953064,0.0455201044678688,0.0496917329728603,0.0478692054748535,0.0485078394412994,3.5380420815300795e-10
ARES_ConvNeXt_B,13,0.0019607843137254,0.999904453754425,0.0001639971742406,0.0001640256814425,0.0001640322443563,0.0001640384434722,8.286895475384526e-13
ARES_ConvNeXt_B,13,0.0039215686274509,0.999620258808136,0.0001641408744035,0.0001641998969716,0.0001643243886064,0.0001640384434722,8.286895475384526e-13
ARES_ConvNeXt_B,13,0.0078431372549019,0.9984803199768066,0.0001643280265852,0.0001649405021453,0.000164696786669,0.0001640384434722,8.286895475384526e-13
ARES_ConvNeXt_B,13,0.0156862745098039,0.9938583374023438,0.000164358614711,0.0001663359871599,0.0001663801085669,0.0001640384434722,8.286895475384526e-13
ARES_ConvNeXt_B,13,0.0313725490196078,0.975777804851532,0.0001643700379645,0.0001732720556901,0.0001708523923298,0.0001640384434722,8.286895475384526e-13
ARES_ConvNeXt_B,14,0.0019607843137254,0.999916970729828,0.0008715182775631,0.0008711785194464,0.0008721464546397,0.0008718470344319,3.837314580673601e-12
ARES_ConvNeXt_B,14,0.0039215686274509,0.9996692538261414,0.0008698957390151,0.0008706720545887,0.0008702737395651,0.0008718470344319,3.837314580673601e-12
ARES_ConvNeXt_B,14,0.0078431372549019,0.9986700415611268,0.000869694922585,0.0008713944116607,0.0008728368557058,0.0008718470344319,3.837314580673601e-12
ARES_ConvNeXt_B,14,0.0156862745098039,0.9947473406791688,0.0008622599998489,0.0008711331756785,0.0008712910930626,0.0008718470344319,3.837314580673601e-12
ARES_ConvNeXt_B,14,0.0313725490196078,0.9793368577957152,0.0008493465720675,0.0008854651823639,0.0008804776589386,0.0008718470344319,3.837314580673601e-12
